cod_cnpm|cod_cim|obs|den_produs|forma|concentr|firma|dci|ambalaj|grupa|pret_prod|pret_rid|pret_am|statut_frm|statut_anm|stare
OLATOR0021|W56987003||OLANZAPINA TORRENT 5mg|COMPR. ORODISP.|5mg|TORRENT PHARMA SRL - ROMANIA|OLANZAPINUM|Cutie x blistere OPA-Al-PVC/Al x 28 comprimate orodispersabile (30 luni)|N05AH03|85.0|95.2|120.37|MG|generic|
OLATOR0071|W56988003||OLANZAPINA TORRENT 7.5mg|COMPR. ORODISP.|7.5mg|TORRENT PHARMA SRL - ROMANIA|OLANZAPINUM|Cutie x blistere OPA-Al-PVC/Al x 28 comprimate orodispersabile (3 ani)|N05AH03|65.52|73.38|92.78|MG|generic|
OLAGLA0024|W57965002||OLANZAPINE GSK 10mg|COMPR. FILM.|10mg|GLAXOSMITHKLINE SRL - ROMANIA|OLANZAPINUM|Cutie x blister PA-Al-PVC/Al x 28 comprimate filmate (2 ani)|N05AH03|100.79|110.87|135.35|MG|generic|
OLAGLA0016|W57964001||OLANZAPINE GSK 5mg|COMPR. FILM.|5mg|GLAXOSMITHKLINE SRL - ROMANIA|OLANZAPINUM|Cutie x blister PA-Al-PVC/Al x 28 comprimate filmate (2 ani)|N05AH03|50.39|56.44|71.36|MG|generic|
OLAGLE0181|W55091001||OLAZAX 10mg|COMPR.|10mg|GLENMARK PHARMACEUTICALS SRO - REPUBLICA CEHA|OLANZAPINUM|Cutie x blistere Al/Al x 28 comprimate (21 luni)|N05AH03|18.04|20.57|27.8|MG|generic|
OLAGLE0199|W55092001||OLAZAX 15mg|COMPR.|15mg|GLENMARK PHARMACEUTICALS SRO - REPUBLICA CEHA|OLANZAPINUM|Cutie x blistere Al/Al x 28 comprimate (21 luni)|N05AH03|136.39|150.03|183.16|MG|generic|
OLAGLE0202|W55093001||OLAZAX 20mg|COMPR.|20mg|GLENMARK PHARMACEUTICALS SRO - REPUBLICA CEHA|OLANZAPINUM|Cutie x blistere Al/Al x 28 comprimate (21 luni)|N05AH03|125.04|137.54|167.91|MG|generic|
OLAGLE0165|W55089001||OLAZAX 5mg|COMPR.|5mg|GLENMARK PHARMACEUTICALS SRO - REPUBLICA CEHA|OLANZAPINUM|Cutie x blistere Al/Al x 28 comprimate (21 luni)|N05AH03|9.71|11.07|14.96|MG|generic|
OLAGLE0131|W55096001||OLAZAX DISPERZI 10mg|COMPR. ORODISP.|10mg|GLENMARK PHARMACEUTICALS SRO - REPUBLICA CEHA|OLANZAPINUM|Cutie x blistere Al/Al x 28 comprimate orodispersabile (21 luni)|N05AH03|18.04|20.57|27.8|MG|generic|
OLAGLE0149|W55097001||OLAZAX DISPERZI 15mg|COMPR. ORODISP.|15mg|GLENMARK PHARMACEUTICALS SRO - REPUBLICA CEHA|OLANZAPINUM|Cutie x blistere Al/Al x 28 comprimate orodispersabile (21 luni)|N05AH03|136.39|150.03|183.16|MG|generic|
OLAGLE0157|W55098001||OLAZAX DISPERZI 20mg|COMPR. ORODISP.|20mg|GLENMARK PHARMACEUTICALS SRO - REPUBLICA CEHA|OLANZAPINUM|Cutie x blistere Al/Al x 28 comprimate orodispersabile (21 luni)|N05AH03|125.04|137.54|167.91|MG|generic|
OLAGLE0115|W55094001||OLAZAX DISPERZI 5mg|COMPR. ORODISP.|5mg|GLENMARK PHARMACEUTICALS SRO - REPUBLICA CEHA|OLANZAPINUM|Cutie x blistere Al/Al x 28 comprimate orodispersabile (21 luni)|N05AH03|9.71|11.07|14.96|MG|generic|
OLIABB0018|W56861001||OLICARD 40mg RETARD|CAPS. ELIB. PREL.|40mg|ABBOTT HEALTHCARE PRODUCTS BV - OLANDA|ISOSORBIDI MONONITRAS|Cutie x 2 blistere PVC/Al x 10 capsule eliberare prelungita (2 ani)|C01DA14|7.8|8.89|12.02|MG|generic|
OLICLI0020|W42602004||OLICLINOMEL N4-550E|EMULSIE PERF.||CLINTEC PARENTERAL - FRANTA|COMBINATII|Cutie x 1 punga tricompartimentala x 1500ml emulsie perf. (300ml emulsie lipide 10%, 600ml sol. aminoacizi 5,5% cu electroliti, 600ml sol. glucoza 20% cu Ca) + port de injectie + port administrare (2 ani)|B05BA10|88.02|98.58|124.65|MI|inovativ|
OLICLI0088|W42602006||OLICLINOMEL N4-550E|EMULSIE PERF.||CLINTEC PARENTERAL - FRANTA|COMBINATII|Cutie x 1 punga tricompartimentata a 2000ml emul. perf. (400ml emul. de lipide 10%,800ml sol. de aminoacizi 5.5% cu electr. si 800ml sol.de gluc. 20%cu Ca) cu port de inj. si cu port admin. (2 ani)|B05BA10|93.72|104.96|128.14|MI|inovativ|
OLICLI0109|W42602002||OLICLINOMEL N4-550E|EMULSIE PERF.||CLINTEC PARENTERAL - FRANTA|COMBINATII|Cutie x 1 punga tricompartimentata x 1000ml emul. perf. (200ml emul. de lipide 10%, 400ml sol. de aminoacizi 5.5% cu electroliti si 400ml sol. de glucoza 20% Ca) cu port injectie si administrare (2 ani)|B05BA10|84.62|94.77|119.83|MI|inovativ|
OLICLI0062|W42603004||OLICLINOMEL N6-900E|EMULSIE PERF.||CLINTEC PARENTERAL - FRANTA|COMBINATII|Cutie x 1 punga tricompartimentata a 1500ml emul. perf. (300ml emul.lipide 20%, 600mlsol. de aminoacizi 8.5% cu electr. si 600ml sol. de glucoza 30% cu calciu) cu port de injectiei si port de admin. (2 ani)|B05BA10|103.78|114.15|139.36|MI|inovativ|
OLICLI0070|W42604002||OLICLINOMEL N7-1000E|EMULSIE PERF.||CLINTEC PARENTERAL - FRANTA|COMBINATII|Cutie x 1 punga tricompartimentata a 1000ml emul. perf. (200ml emul.lipide 20%, 400ml sol. aminoacizi 10% cu electr. si 400ml sol. de glucoza 40% cu calciu)cu port de inj. si cu port de admin. (2 ani)|B05BA10|89.46|100.2|122.32|MI|inovativ|
OLICLI0096|W42604004||OLICLINOMEL N7-1000E|EMULSIE PERF.||CLINTEC PARENTERAL - FRANTA|COMBINATII|Cutie x 1 punga tricompartimentata x 1500ml emul. perf. (300ml emul.lipide 20%, 600ml sol. de aminoacizi 10% cu electroliti si 600ml sol. de gluc. 40% cu Ca) cu port de injectie si port admin. (2 ani)|B05BA10|136.32|149.95|183.06|MI|inovativ|
OLICLI0117|W42604006||OLICLINOMEL N7-1000E|EMULSIE PERF.||CLINTEC PARENTERAL - FRANTA|COMBINATII|Cutie x 1 punga x 2000ml emulsie perfuzabila (400ml emulsie lipide 20%, 800ml solutie aminoacizi 10% cu electroliti, 800ml solutie glucoza 40% cucalciu) cu port de injectia si port de administrare (2 ani)|B05BA10|119.87|131.86|160.97|MI|inovativ|
OLIBAX0017|W55540001||OLIMEL N5E|EMULSIE PERF.||BAXTER SAS - FRANTA|COMBINATII|Cutie x 4 pungi din plastic tricompartimentate x 1500ml emulsie perfuzabila prevazute cu port pentru injectare si port pentru administrare ambalate fiecare ntr-o punga exterioara (2 ani)|B05BA10|2236.89|2266.89|2509.06|MI|inovativ|
OLIBAX0025|W55540002||OLIMEL N5E|EMULSIE PERF.||BAXTER SAS - FRANTA|COMBINATII|Cutie x 4 pungi din plastic tricompartimentate x 2000ml emulsie perfuzabila prevazute cu port pentru injectare si port pentru administrare ambalate fiecare intr-o punga exterioara (2 ani)|B05BA10|2678.69|2708.68|2990.62|MI|inovativ|
OLIBAX0033|W55540003||OLIMEL N5E|EMULSIE PERF.||BAXTER SAS - FRANTA|COMBINATII|Cutie x 2 pungi din plastic tricompartimentate x 2500ml emulsie perfuzabila prevazute cu port pentru injectare si port pentru administrare ambalte fiecare intr-o punga exterioara (2 ani)|B05BA10|1607.21|1637.21|1822.71|MI|inovativ|
OLIBAX0041|W55539001||OLIMEL N7|EMULSIE PERF.||BAXTER SAS - FRANTA|COMBINATII|Cutie x 6 pungi din plastic tricompartimentate x 1000ml emulsie perfuzabila prevazute cu port pentru injectare si port pentru administrare ambalate fiecare intr-o punga exterioara (2 ani)|B05BA10|2696.91|2726.9|3010.48|MI|inovativ|
OLIBAX0059|W55539002||OLIMEL N7|EMULSIE PERF.||BAXTER SAS - FRANTA|COMBINATII|Cutie x 4 pungi din plastic tricompartimentate x 1500ml emulsie perfuzabila prevazute cu port pentru injectare si port pentru administrare ambalate fiecare intr-o punga exterioara  (2 ani)|B05BA10|2254.39|2284.39|2528.14|MI|inovativ|
OLIBAX0067|W55539003||OLIMEL N7|EMULSIE PERF.||BAXTER SAS - FRANTA|COMBINATII|Cutie x 4 pungi din plastic tricompartimentate x 2000ml emulsie perfuzabila prevazute cu port pentru injectare si port pentru administrare ambalate fiecare intr-o punga exterioara (2 ani)|B05BA10|3015.23|3045.23|3357.45|MI|inovativ|
OLIBAX0075|W55538001||OLIMEL N7E|EMULSIE PERF.||BAXTER SAS - FRANTA|COMBINATII|Cutie x 6 pungi din plastic tricompartimentate x 1000ml emulsie perfuzabila prevazute cu port pentru injectare si port pentru administrare ambalate fiecare intr-o punga exterioara (2 ani)|B05BA10|2696.91|2726.9|3010.48|MI|inovativ|
OLIBAX0083|W55538002||OLIMEL N7E|EMULSIE PERF.||BAXTER SAS - FRANTA|COMBINATII|Cutie x 4 pungi din plastic tricompartimentate x 1500ml emulsie perfuzabila prevazute cu port pentru injectare si port pentru administrare ambalate fiecare intr-o punga exterioara (2 ani)|B05BA10|2254.39|2284.39|2528.14|MI|inovativ|
OLIBAX0091|W55538003||OLIMEL N7E|EMULSIE PERF.||BAXTER SAS - FRANTA|COMBINATII|Cutie x 4 pungi din plastic tricompartimentate x 2000ml emulsie perfuzabila prevazute cu port pentru injectare si port pentru administrare ambalate fiecare intr-o punga exterioara (2 ani)|B05BA10|3015.23|3045.23|3357.45|MI|inovativ|
OLIBAX0104|W55537001||OLIMEL N9|EMULSIE PERF.||BAXTER SAS - FRANTA|COMBINATII|Cutie x 6 pungi din plastic tricompartimentate x 1000ml emulsie perfuzabila prevazute cu port pentru injectare si port pentru administrare ambalate fiecare intr-o punga exterioara (2 ani)|B05BA10|4004.56|4034.55|4435.82|MI|inovativ|
OLIBAX0112|W55537002||OLIMEL N9|EMULSIE PERF.||BAXTER SAS - FRANTA|COMBINATII|Cutie x 4 pungi din plastic tricompartimentate x 1500ml emulsie perfuzabila prevazute cu port pentru injectare si port pentru administrare ambalate fiecare intr-o punga exterioara (2 ani)|B05BA10|2922.53|2952.53|3256.41|MI|inovativ|
OLIBAX0120|W55537003||OLIMEL N9|EMULSIE PERF.||BAXTER SAS - FRANTA|COMBINATII|Cutie x 4 pungi din plastic tricompartimentate x 2000ml emulsie perfuzabila prevazute cu port pentru injectare si port pentru administrare ambalate fiecare intr-o punga exterioara (2 ani)|B05BA10|5414.12|5444.11|5972.24|MI|inovativ|
OLIBAX0138|W55536001||OLIMEL N9E|EMULSIE PERF.||BAXTER SAS - FRANTA|COMBINATII|Cutie x 6 pungi din plastic tricompartimentate x 1000ml emulsie perfuzabila prevazute cu port pentru injectare si port pentru administrare ambalate fiecare intr-o punga exterioara (2 ani)|B05BA10|4004.56|4034.55|4435.82|MI|inovativ|
OLIBAX0146|W55536002||OLIMEL N9E|EMULSIE PERF.||BAXTER SAS - FRANTA|COMBINATII|Cutie x 4 pungi din plastic tricompartimentate x 1500ml emulsie perfuzabila prevazute cu port pentru injectare si port pentru administrare ambalate fiecare intr-o punga exterioara (2 ani)|B05BA10|2920.99|2950.99|3254.73|MI|inovativ|
OLIBAX0154|W55536003||OLIMEL N9E|EMULSIE PERF.||BAXTER SAS - FRANTA|COMBINATII|Cutie x 4 pungi din plastic tricompartimentate x 2000ml emulsie perfuzabila prevazute cu port pentru injectare si port pentru administrare ambalate fiecare intr-o punga exterioara (2 ani)|B05BA10|3350.92|3380.91|3723.35|MI|inovativ|
OLMTER0011|W59756002||OLMETEC 10mg|COMPR. FILM.|10mg|TERAPIA SA - ROMANIA|OLMESARTANUM MEDOXOMILUM|Cutie x 2 blistere PA-Al-PVDC/Al x 14 comprimate filmate (3 ani)|C09CA08|43.25|49.3|64.49|MI|inovativ|
OLMTER0029|W59757002||OLMETEC 20mg|COMPR. FILM.|20mg|TERAPIA SA - ROMANIA|OLMESARTANUM MEDOXOMILUM|Cutie x 2 blistere PA-Al-PVDC/Al x 14 comprimate filmate (3 ani)|C09CA08|59.13|66.23|83.74|MI|inovativ|
OLMTER0037|W59758002||OLMETEC 40mg|COMPR. FILM.|40mg|TERAPIA SA - ROMANIA|OLMESARTANUM MEDOXOMILUM|Cutie x 2 blistere PA-Al-PVDC/Al x 14 comprimate filmate (3 ani)|C09CA08|63.11|70.68|89.37|MI|inovativ|
OLOCNP0016|W59557002|!|OLOPEG|CONC. PT. SOL. ORALA||CNP PHARMA GMBH - GERMANIA|MACROGOLUM|Cutie x 1 flacon PET cu capac din PP/PE x 200ml concentrat pentru solutie orala, insotit de un recipient dozator gradat (3 ani dupa amb. pt. com., dupa prima desch. 3 sapt.)|A06AD15|12.35|14.08|19.03|MI|inovativ|DC
OLOCNP0024|W59557003|!|OLOPEG|CONC. PT. SOL. ORALA||CNP PHARMA GMBH - GERMANIA|MACROGOLUM|Cutie x 1 flacon PET cu capac din PP/PE x 500ml conecentrat pentru solutie orala, insotit de un recipient dozator gradat (3 ani- dupa amb. pt. com., dupa prima desch. - 3 sapt.)|A06AD15|29.61|33.75|44.15|MI|inovativ|DC
OLVMED0037|W57462001||OLVION 100mg|COMPR. FILM.|100mg|MEDOCHEMIE LTD - CIPRU|SILDENAFILUM|Cutie x blister PVC/Al x 2 comprimate filmate (2 ani)|G04BE03|33.76|38.49|50.34|MG|generic|
OLVMED0045|W57462003||OLVION 100mg|COMPR. FILM.|100mg|MEDOCHEMIE LTD - CIPRU|SILDENAFILUM|Cutie x blister PVC/Al x 8 comprimate filmate (2 ani)|G04BE03|135.02|148.53|181.32|MG|generic|
OLVMED0011|W57461001||OLVION 50mg|COMPR. FILM.|50mg|MEDOCHEMIE LTD - CIPRU|SILDENAFILUM|Cutie x blister PVC/Al x 2 comprimate filmate (2 ani)|G04BE03|27.98|31.9|41.72|MG|generic|
OLVMED0029|W57461003||OLVION 50mg|COMPR. FILM.|50mg|MEDOCHEMIE LTD - CIPRU|SILDENAFILUM|Cutie x blister PVC/Al x 8 comprimate filmate (2 ani)|G04BE03|111.87|123.06|150.23|MG|generic|
OLYJAN0019|W60938001||OLYSIO  150mg|CAPS. GELATINOASE ALBE|150mg|JANSSEN - CILAG INTERNATIONAL NV - BELGIA|SIMEPREVIRUM|Cutie x folii tip blister din policlorura de vinil opaca-polietilena-clorura de poliviniliden (PVC-PE-PVDC)/Al x 28 capsule gelatinoase albe|J05AF14|39048.44|39078.39|42633.65|MI|inovativ|
OMAPRO0010|W13986001||OMACOR®|CAPS. MOI|1000mg|PRONOVA BIOCARE NORGE AS - NORVEGIA|ACID OMEGA-3-ESTERI ETILICI 90|Flacon din polietilena de inalta densitate (HDPE) x 28 capsule moi (3 ani)|C10AX06|70.64|79.12|100.04|MP|inovativ|
OMEDAR0030|W57994002||OMEDAR 20mg|COMPR. GASTROREZ.|20mg|DAR AL DAWA PHARMA SRL - ROMANIA|OMEPRAZOLUM|Cutie x 1 flacon din sticla bruna x 28 comprimate gastrorezistente (3 ani)|A02BC01|9.38|10.69|14.45|MG|generic|
OMEDAR0022|W52018001|!|OMEDAR®|COMPR. FILM. GASTROREZ.|20mg|DAR AL DAWA PHARMA SRL - ROMANIA|OMEPRAZOLUM|Cutie x 1 flacon de sticla bruna x 14 comprimate filmate gastrorezistente (3 ani)|A02BC01|9.38|10.69|14.45|MG|generic|DC
OMEFRE0016|W12774001||OMEGAVEN|EMULSIE PERF.||FRESENIUS KABI AB - SUEDIA|COMBINATII (LIPIDE)|Cutie x 10 flacoane x 50ml emulsie perfuzabila (18 luni)|B05BA02|226.32|248.95|303.92|MP|inovativ|
OMEGED0019|W42129001||OMEPRAZOL 20mg|CAPS. GASTROREZ.|20mg|GEDEON RICHTER ROMANIA SA - ROMANIA|OMEPRAZOLUM|Cutie x 2 blistere din PVC-Al-PA/Al x 7 capsule gastrorezistente (3 ani)|A02BC01|9.38|10.69|14.45|MG|generic|
OMESLA0011|W51990001||OMEPRAZOL 20mg|CAPS. GASTROREZ.|20mg|SLAVIA PHARM SRL - ROMANIA|OMEPRAZOLUM|Cutie x 3 blistere din PVC/Al x 10 capsule gastrorezistente (2 ani)|A02BC01|14.72|16.78|22.68|MG|generic|
OMEARE0011|W52887001||OMEPRAZOL ARENA 20mg|CAPS. GASTROREZ.|20mg|ARENA GROUP SA - ROMANIA|OMEPRAZOLUM|Cutie x 3 blistere PVC/Al x 10 capsule gastrorezistente (2 ani)|A02BC01|14.29|16.29|22.02|MG|generic|
OMEANT0049|W60470001||OMEPRAZOL ATB 20mg|CAPS. GASTROREZ.|20mg|ANTIBIOTICE SA - ROMANIA|OMEPRAZOLUM|Cutie x 2 folii Al/PE x 10 capsule gastrorezistente (3 ani)|A02BC01|11.0|12.54|16.95|MG|generic|
OMEAUR0029|W57294002||OMEPRAZOL AUROBINDO 10mg|CAPS. GASTROREZ.|10mg|AUROBINDO PHARMA (MALTA) LIMITED - MALTA|OMEPRAZOLUM|Cutie x blistere PVC/PA/Al/PVC/hartie/Al x 14 capsule gastrorezistente (2 ani)|A02BC01|2.99|3.41|4.61|MG|generic|
OMEAUR0011|W57295005||OMEPRAZOL AUROBINDO 20mg|CAPS. GASTROREZ.|20mg|AUROBINDO PHARMA (MALTA) LIMITED - MALTA|OMEPRAZOLUM|Cutie x blistere PVC/PA/Al/PVC/hartie/Al x 28 capsule gastrorezistente (2 ani)|A02BC01|5.8|6.61|8.94|MG|generic|
OMEAUR0037|W57296002||OMEPRAZOL AUROBINDO 40mg|CAPS. GASTROREZ.|40mg|AUROBINDO PHARMA (MALTA) LIMITED - MALTA|OMEPRAZOLUM|Cutie x blistere PVC/PA/Al/PVC/hartie/Al x 14 capsule gastrorezistente (2 ani)|A02BC01|8.28|9.44|12.76|MG|generic|
OMEFAR0016|W53138001||OMEPRAZOL FARMEX 20mg|CAPS. GASTROREZ.|20mg|FARMEX COMPANY SRL - ROMANIA|OMEPRAZOLUM|Cutie x 3 blistere PVC/Al x 10 capsule gastrorezistente (2 ani)|A02BC01|13.53|15.43|20.85|MG|generic|
OMELAB0016|W42284001||OMEPRAZOL LPH 20mg|CAPS. GASTROREZ.|20mg|LABORMED PHARMA SA - ROMANIA|OMEPRAZOLUM|Cutie x 2 blistere din PVC/Al x 10 capsule gastrorezistente (2 ani)|A02BC01|8.31|9.47|12.8|MG|generic|
OMESCL0011|W42284003||OMEPRAZOL LPH 20mg|CAPS. GASTROREZ.|20mg|LABORMED PHARMA SA - ROMANIA|OMEPRAZOLUM|Cutie x 1 blister PVC/Al x 10 capsule gastrorezistente|A02BC01|4.21|4.8|6.49|MG|generic|
OMEROM0022|W55651001||OMEPRAZOL ROMPHARM 20mg|CAPS. GASTROREZ.|20mg|ROMPHARM COMPANY SRL - ROMANIA|OMEPRAZOLUM|Cutie x 3 blistere PVC/Al x 10 capsule gastrorezistente (2 ani)|A02BC01|14.38|16.4|22.16|MG|generic|
OMETER0016|W52044001||OMEPRAZOL TERAPIA 20mg|CAPS. GASTROREZ.|20mg|TERAPIA SA - ROMANIA|OMEPRAZOLUM|Cutie x 3 blistere PVC/Al x 10 capsule gastrorezistente ( 2 ani)|A02BC01|14.62|16.67|22.53|MG|generic|
OMEZEN0018|W60303002||OMEPRAZOL ZENTIVA 20mg|CAPS. GASTROREZ.|20mg|ZENTIVA KS - REPUBLICA CEHA|OMEPRAZOLUM|Cutie x 1 flacon din sticla de culoare bruna x 28 capsule gastrorezsitente ( 2 ani dupa amb. pt. com.;dupa prima deschidere - 3luni)|A02BC01|11.93|13.6|18.38|MG|generic|
OMEZEN0034|W59906022||OMEPRAZOL ZENTIVA 20mg|CAPS. GASTROREZ.|20mg|ZENTIVA KS - REPUBLICA CEHA|OMEPRAZOLUM|Cutie x 2 blistere OPA-Al-PEID-PE-desicant-PEID/Al x 14 capsule gastrorezistente (2 ani - dupa amb. pt. com., 3 luni- dupa prima desch.)|A02BC01|11.93|13.6|18.38|MG|generic|
OMEZEN0026|W60679001||OMEPRAZOL ZENTIVA 40mg|PULB. PT. SOL. PERF.|40mg|ZENTIVA KS - REPUBLICA CEHA|OMEPRAZOLUM|Cutie x 1 flacon din sticla cu liofilizat pentru solutie perfuzabila|A02BC01|10.53|12.0|16.22|MG|generic|
OMEEUR0031|W43709002||OMERAN 20|CAPS. GASTROREZ.|20mg|EUROPHARM SA - ROMANIA|OMEPRAZOLUM|Cutie x 4 blistere din Al/Al x 7 capsule gastrorezistente (3 ani)|A02BC01|13.9|15.85|21.42|MG|generic|
OMEDRR0046|W58105001||OMEZ 20mg|CAPS. GASTROREZ.|20mg|DR. REDDY'S LABORATORIES ROMANIA SRL - ROMANIA|OMEPRAZOLUM|Cutie x 3 folii Al/PE-PE/Al x 10 capsule gastrorezistente (30 luni)|A02BC01|13.9|15.85|21.42|MG|generic|
OMEDRR0062|W56141001||OMEZ 40mg pulbere pentru solutie perfuzabila|PULB. PT. SOL. PERF.|40mg|DR. REDDY'S LABORATORIES ROMANIA SRL - ROMANIA|OMEPRAZOLUM|Cutie x 1 flacon din sticla incolora cu pulbere pentru solutie perfuzabila  (2 ani)|A02BC01|10.53|12.0|16.22|MG|generic|
OMEDRR0054|W56141001|!|OMEZ PULBERE PENTRU SOLUTIE PERFUZABILA|PULB. PT. SOL. PERF.|40mg|DR. REDDY'S LABORATORIES ROMANIA SRL - ROMANIA|OMEPRAZOLUM|Cutie x 1 flacon din sticla incolora cu capacitate de 15ml cu pulbere pentru solutie perfuzabila (2 ani)|A02BC01|10.53|12.0|16.22|MG|generic|DC
OMIMED0011|W52343006||OMICRAL 100mg|CAPS.|100mg|MEDICO UNO PHARMACEUTICAL SRL - ROMANIA|ITRACONAZOLUM|Cutie x 3 blistere Al/Al  x 5 capsule (2 ani)|J02AC02|35.25|40.18|52.56|MG|generic|
OMNYAM0024|W43106001||OMNIC TOCAS®  0,4|COMPR. FILM. ELIB. PREL.|0.4mg|ASTELLAS PHARMA EUROPE BV - OLANDA|TAMSULOSINUM|Cutie x 3 folii Al/Al x 10 comprimate filmate cu eliberare prelungita (2 ani)|G04CA02|44.39|50.6|63.98|MI|inovativ|
OMNAME0109|W07804004||OMNIPAQUE 300mg I/ml|SOL. INJ.|300mg I/ml-100ml|GE HEALTHCARE AS - NORVEGIA|IOHEXOLUM|Cutie x 10 flacoane sticla x 100ml; (3 ani)|V08AB02|1223.51|1253.51|1404.48|MI|inovativ|
OMNAME0096|W07804007||OMNIPAQUE 300mg I/ml|SOL. INJ.|300mg I/ml-50ml|GE HEALTHCARE AS - NORVEGIA|IOHEXOLUM|Cutie x 10 flacoane  sticla x 50ml; (3 ani)|V08AB02|764.68|794.68|904.35|MI|inovativ|
OMNAME0125|W07807004||OMNIPAQUE 350mg I/ml|SOL. INJ.|350mg I/ml-100ml|GE HEALTHCARE AS - NORVEGIA|IOHEXOLUM|Cutie x 10 flacoane sticla x 100ml; (3 ani)|V08AB02|1463.49|1493.48|1666.05|MI|inovativ|
OMNAME0133|W07807010||OMNIPAQUE 350mg I/ml|SOL. INJ.|350mg I/ml-200ml|GE HEALTHCARE AS - NORVEGIA|IOHEXOLUM|Cutie x 6 flacoane sticla x 200ml; (3 ani)|V08AB02|1614.75|1644.75|1830.93|MI|inovativ|
OMNAME0117|W07807007||OMNIPAQUE 350mg I/ml|SOL. INJ.|350mg I/ml-50ml|GE HEALTHCARE AS - NORVEGIA|IOHEXOLUM|Cutie x 10 flacoane sticla x 50ml; (3 ani)|V08AB02|847.32|877.32|994.43|MI|inovativ|
OMNAME0220|W58429006||OMNISCAN 0.5mmoli/ml|SOL. INJ.|0.5mmoli/ml|GE HEALTHCARE AS - NORVEGIA|GADODIAMIDUM|Cutie x 10 flacoane din sticla incolora  x 20ml solutie injectabila (3 ani)|V08CA03|1173.0|1203.0|1349.42|MI|inovativ|
OMNSAN0032|W59825001||OMNITROPE 15mg/1.5ml|SOL. INJ.|15mg/1.5ml|SANDOZ GmbH - AUSTRIA|SOMATROPINUM|Cutie x 1 cartus(sticla incolora) x 1.5ml solutie injectabila, cu un piston si un inel albastru, un disc si un capac Al, cartus sigilat in container transparent si asamblat cu un mecanism, din plastic|H01AC01|1452.36|1482.36|1653.92|MB|biosimilar|
OMNSAN0016|W52345001|!|OMNITROPE 3,3mg/ml|SOL. INJ.|3.3mg/ml|SANDOZ GmbH - AUSTRIA|SOMATROPINUM|Cutie x 1 cartus x 1.5 ml, solutie injectabila (3 ani)|H01AC01|379.15|409.15|484.12|MI|biosimilar|DC
OMNSAN0024|W52346001|!|OMNITROPE 6,7mg/ml|SOL. INJ.|6.7mg/ml|SANDOZ GmbH - AUSTRIA|SOMATROPINUM|Cutie x 1 cartus x 1.5ml solutie injectabila (2 ani)|H01AC01|637.5|667.5|765.73|MI|biosimilar|DC
OMZNEO0011|W60233002||OMZATOL 20mg|CAPS. GASTROREZ.|20mg|NEOLA PHARMA SRL - ROMANIA|OMEPRAZOLUM|Cutie x 4 blistere PA-Al-PVC/Al x 7 capsule gastrorezistente (3 ani)|A02BC01|13.9|15.85|21.42|MG|generic|
OMZNEO0029|W60233001||OMZATOL 20mg|CAPS. GASTROREZ.|20mg|NEOLA PHARMA SRL - ROMANIA|OMEPRAZOLUM|Cutie x 2 blistere PA-Al-PVC/Al x 7 capsule gastrorezistente (3 ani)|A02BC01|6.95|7.92|10.71|MG|generic|
OMZROM0013|W58851002|!|OMZATOL 20mg|CAPS. GASTROREZ.|20mg|ROMASTRU TRADING SRL - ROMANIA|OMEPRAZOLUM|Cutie x 4 blistere PA-Al-PVC/Al x 7 capsule gastrorezistente|A02BC01|13.9|15.85|21.42|MG|generic|DC
OMZROM0021|W58851001|!|OMZATOL 20mg|CAPS. GASTROREZ.|20mg|ROMASTRU TRADING SRL - ROMANIA|OMEPRAZOLUM|Cutie x 2 blistere PA-Al-PVC/Al x 7 capsule gastrorezistente|A02BC01|6.95|7.92|10.71|MG|generic|DC
ONBNOV0014|W57033002||ONBREZ BREEZHALER 150mcg|CAPS. CU PULB. INHAL.|150mcg|NOVARTIS EUROPHARM LTD - MAREA BRITANIE|INDACATEROLUM|Cutie x blister din PA/Al/PVC x 30 capsule (3 blist. x 10 capsule) + un inhalator (2 ani)|R03AC18|92.02|103.06|125.82|MI|inovativ|
ONBNOV0022|W57034002||ONBREZ BREEZHALER 300mcg|CAPS. CU PULB. INHAL.|300mcg|NOVARTIS EUROPHARM LTD - MAREA BRITANIE|INDACATEROLUM|Cutie x blister din PA/Al/PVC x 30 capsule (3 blist. x 10 capsule) + un inhalator (2 ani)|R03AC18|92.02|103.06|125.82|MI|inovativ|
ONELEO0017|W55847002||ONE-ALPHA 2 micrograme/ml|SOL. INJ.|2 micrograme/ml|LEO PHARMA A/S - DANEMARCA|ALFACALCIDOLUM|Cutie x 10 fiole din sticla bruna x 1 ml solutie injectabila (3 ani)|A11CC03|185.26|203.78|248.78|MI|inovativ|
ONELEO0025|W55847001||ONE-ALPHA 2 micrograme/ml|SOL. INJ.|2 micrograme/ml|LEO PHARMA A/S - DANEMARCA|ALFACALCIDOLUM|Cutie x 10 fiole din sticla bruna x 0.5ml solutie injectabila (3 ani)|A11CC03|97.13|108.79|132.81|MI|inovativ|
ONGBRI0029|W57765009||ONGLYZA|COMPR. FILM.|2.5mg|BRISTOL-MYERS SQUIBB/ASTRAZENECA EEIG - MAREA BRITANIE|SAXAGLIPTIN|Cutie x blistere perforate (Al/Al) x 30 x 1 comprimate (3 ani)|A10BH03|146.0|160.6|196.06|MI|inovativ|
